"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","status","id_destination","price_category","top_tags","type","English","non-English","local","website","is_available","homesite_user_name","fb_last_update","facebook_text","subscribers","description","fb_last_update_year","website_type","website_status","is_available1","is_available2","fb_rating","fb_reviews","fb_followers"
"g658263-d14758549","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Razlog', 'Razlog Restaurants', 'Da Gianni Bar&Ristorante']","Da Gianni Bar&Ristorante","Unclaimed",,,"Biala Reka Street 14, Razlog 2760 Bulgaria",41.888016,23.465355,,,0,0,,"₪11 - ₪65","European, Central European",,,,"False","True",,,,,0,0,0,0,0,,"in rating","g658263-d14758549","$","European, Central European",,0,0,0,"https://www.facebook.com/Da-Gianni-BarRistorante-1873987056233722/","account_doesnt_exist",,"nan",,,,0,"facebook","unavailable","True","True",,,0
"g658263-d15051310","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Razlog', 'Razlog Restaurants', 'Nespresso Club']","Nespresso Club","Unclaimed",5,"September 8, 2018","Ul. Sheynovo, Razlog 2760 Bulgaria",41.88497,23.466509,"#16 of 20 Restaurants in Razlog","#7 of 7 European in Razlog",1,0,,"₪9 - ₪52","International, European",,,,"False","True",,,,,1,0,0,0,0,"English (1)","in rating","g658263-d15051310","$","International, European","Restaurants",1,0,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g658263-d15290248","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Razlog', 'Razlog Restaurants', 'Razlozhka Maaza']","Razlozhka Maaza","Unclaimed",4.5,"February 14, 2020","City Park Opposite the Lake, Razlog 2760 Bulgaria",41.886875,23.467012,"#6 of 20 Restaurants in Razlog","#2 of 2 Eastern European in Razlog",10,0,,,"Eastern European, Barbecue",,,"Reservations","False","True",,,,,9,0,0,1,0,"English (9), Russian (1)","in rating","g658263-d15290248","$","Barbecue, Eastern European","Restaurants",9,1,0,"http://razlojkamaaza.com/","404 Not Found",,"nan",,,,0,"non-facebook","unavailable","False","False",,,0
"g658263-d17778922","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Razlog', 'Razlog Restaurants', 'Ribkata']","Ribkata","Unclaimed",3,"August 1, 2019","Makedoniya Sq. 4, Razlog 2760 Bulgaria",41.88506,23.45951,"#18 of 20 Restaurants in Razlog","#1 of 1 Grill in Razlog",1,0,,,"Grill",,,,"False","True",,,,,0,0,1,0,0,"Russian (1), English","in rating","g658263-d17778922","$","Grill","Restaurants",0,1,0,"https://www.facebook.com/pages/category/Restaurant/%D0%A0%D0%B5%D1%81%D1%82%D0%BE%D1%80%D0%B0%D0%BD%D1%82-%D0%93%D1%80%D0%B0%D0%B4%D0%B8%D0%BD%D0%B0-%D0%A0%D0%B8%D0%B1%D0%BA%D0%B0%D1%82%D0%B0-286444808474703/","account_exists","Ресторант Градина ""Рибката""","March 4, 2021","Резервации за 8-ми март 
приемаме на тел:0896711500
Куверт 25.00 лв.","729 likes • 742 followers","Intro
Page · Restaurant
Ул. Македония №4, Razlog, Bulgaria
+359 89 728 9888
Outdoor seating · Curbside pickup
Price Range · $$
Rating · 4.0 (25 Reviews)",2021,"facebook","online","True","True",4,25,742
"g658263-d17812324","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Razlog', 'Razlog Restaurants', 'Pastry Shop Sprinkles']","Pastry Shop Sprinkles","Claimed",4.5,"February 20, 2021","Ul. Gotze Delchev 1, 2760 Tsentar, Razlog, Bulgaria, Razlog 2760 Bulgaria",41.885456,23.467516,"#9 of 20 Restaurants in Razlog","#5 of 7 European in Razlog",6,0,,"₪4 - ₪217","Cafe, European, Contemporary, Healthy","Breakfast, Lunch, Dinner",,"Delivery, Takeout, Outdoor Seating, Seating, Parking Available, Street Parking, Free Wifi","True","True",,,,,4,1,0,1,0,"English (5), French (1)","in rating","g658263-d17812324","$$ - $$$","Cafe, European, Contemporary","Restaurants",5,1,0,"http://www.facebook.com/pastryshopSprinkles/","account_exists","Pastry shop Sprinkles","October 2 , 2023","#greatteam #make #greatcakes","2.7K likes • 2.8K followers","Intro
Сладкарница ""Спринкълс""
гр.Разлог 2760
ул.""Гоце Делчев""1
089
Page · Cupcake Shop
""Гоце Делчев""1, Razlog, Bulgaria
+359 89 470 0152
sprinklesrazlog@gmail.com
Open now
Outdoor seating
Price Range · $
Rating · 4.8 (80 Reviews)",2023,"facebook","online","True","True",4.8,80,2800
"g658263-d17826635","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Razlog', 'Razlog Restaurants', 'TWINS Pizza & Dinner']","TWINS Pizza & Dinner","Unclaimed",2.5,"November 26, 2022","Ul. Sheynovo 6, Razlog 2760 Bulgaria",41.88477,23.46634,"#19 of 20 Restaurants in Razlog","#19 of 20 Restaurants in Razlog",3,0,,,,"Breakfast, Lunch, Dinner",,,"True","True",,,,,1,0,0,0,2,"Italian (1), Russian (1), English (1)","in rating","g658263-d17826635","$$ - $$$",,"Restaurants",1,2,0,"https://www.facebook.com/pages/category/Restaurant/TWINS-pizza-dinner-1054709331388024/","account_exists","TWINS pizza & dinner","October, 2023","Обедно меню 26.10.2023г.
Вашите поръчки очакваме на: 
0896511500","877 likes • 911 followers","Intro
pizza & dinner
Page · Diner
Шейново №6, Razlog, Bulgaria
+359 89 651 1500
vkraynova@abv.bg
Open now
Outdoor seating · Curbside pickup
Rating · 3.7 (10 Reviews)",2023,"facebook","online","True","True",3.7,10,911
"g658263-d20110285","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Razlog', 'Razlog Restaurants', 'Kompleks Shypoko']","Kompleks Shypoko","Unclaimed",,,"Predi Vila Aleks Boykov Rid, Razlog 2760 Bulgaria",41.885998,23.462841,,,0,0,,"₪17 - ₪37","European",,,,"False","True",,,,,0,0,0,0,0,,"in rating","g658263-d20110285","$","European",,0,0,0,"https://www.facebook.com/KompleksShipoko","account_exists","Комплекс "" Шипоко""","February 9, 2023","لحظات مرعبة من الزلزال الذي ضرب تركيا وسوريا
#تركيا #سوريا","710 likes • 711 followers","Intro
Намира се на 7 км от гр. Разлог, местност Предела.
Page · Hotel resort
Разлог, Razlog, Bulgaria",2023,"facebook","online","True","True",,,711
"g658263-d3211231","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Razlog', 'Razlog Restaurants', 'The Clubhouse']","The Clubhouse","Claimed",4,"August 14, 2020","Pirin Golf and Country Club, Razlog 2760 Bulgaria",41.85289,23.422337,"#4 of 20 Restaurants in Razlog","#4 of 7 European in Razlog",29,0,,,"International, European, Central European","Lunch, Dinner",,"Reservations, Buffet, Parking Available, Street Parking, Free off-street parking, Television, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Takeout, Outdoor Seating, Seating, Highchairs Available, Table Service","True","True",45,45,45,,19,4,2,2,2,"Spanish (1), English (24), Russian (3), Greek (1)","in rating","g658263-d3211231","$$$$","International, European, Central European","Restaurants",24,5,0,"http://www.piringolf.bg","Начало - Pirin Golf","Начало - Pirin Golf","nan",,,,0,"non-facebook","online","True","True",,,0
"g658263-d3410096","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Razlog', 'Razlog Restaurants', 'Queen`s Pub']","Queen`s Pub","Claimed",4.5,"September 4, 2022","Betolovoto district, Razlog 2760, Bulgaria Pirin Golf & Country Club, Razlog 2760 Bulgaria",41.853092,23.410673,"#1 of 20 Restaurants in Razlog","#1 of 7 European in Razlog",109,0,,"₪13 - ₪212","Bar, European, Pub","Lunch, Dinner","Gluten Free Options, Vegetarian Friendly, Vegan Options","Free off-street parking, Television, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Accepts Credit Cards, Table Service, Delivery","True","True",45,45,45,40,73,24,9,0,3,"Spanish (1), German (1), Russian (7), Greek (8), English (90), Turkish (1), Finnish (1)","in rating","g658263-d3410096","$$ - $$$","Bar, European, Pub","Restaurants",90,19,0,"https://queens-pub.bg/","Queen's Pub – The only pub you’ll ever need in life",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g658263-d4410971","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Razlog', 'Razlog Restaurants', 'Restaurant Katarino']","Restaurant Katarino","Claimed",,,"Complex Katarino Hotel & SPA, Razlog 2760 Bulgaria",41.887466,23.426064,,,0,0,,,"International, European","Breakfast, Lunch, Dinner",,,"True","True",,,,,0,0,0,0,0,,"in rating","g658263-d4410971",,"International, European",,0,0,0,"http://hotelkatarino.com/index.php?route=page/restaurants-katarino","▷ Хотел Катарино 4*: Луксозен Релакс близо до София","▷ Хотел Катарино 4*: Луксозен Релакс близо до София","nan",,,,0,"non-facebook","online","True","True",,,0
"g658263-d4411122","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Razlog', 'Razlog Restaurants', 'Greek Restaurant Octopus']","Greek Restaurant Octopus","Unclaimed",3,"May 24, 2022","Pirin Golf & Country Club, Razlog 2760 Bulgaria",41.88316,23.45712,"#20 of 20 Restaurants in Razlog","#3 of 3 Greek in Razlog",17,0,,,"Greek","Dinner",,"Table Service, Reservations","False","True",40,30,35,30,3,3,3,3,5,"Russian (4), English (13)","in rating","g658263-d4411122",,"Greek","Restaurants",13,4,0,"http://www.piringolf.bg/pageen.php?P=353","Page not found - Pirin Golf","Начало - Pirin Golf","nan",,,,0,"non-facebook","online","False","True",,,0
"g658263-d4412589","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Razlog', 'Razlog Restaurants', 'Euro Kitchen']","Euro Kitchen","Claimed",4.5,"December 26, 2018","Betolovoto district - Pirin Golf & Country Club Pirin Golf Hotel & SPA, Razlog 2760 Bulgaria",41.852924,23.409847,"#7 of 20 Restaurants in Razlog","#2 of 3 International in Razlog",9,0,,,"International",,,"Takeout, Outdoor Seating, Buffet, Seating, Parking Available, Free off-street parking, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations","False","True",,,,,6,2,0,0,1,"Spanish (1), English (7), Greek (1)","in rating","g658263-d4412589","$$$$","International","Restaurants",7,2,0,"http://www.piringolfhotel.com/pageen.php?p=81&sp=82","Page not found - Pirin Golf","Настаняване - Pirin Golf","nan",,,,0,"non-facebook","online","False","True",,,0
"g658263-d4412592","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Razlog', 'Razlog Restaurants', 'Patisserie Karamel']","Patisserie Karamel","Unclaimed",5,"October 11, 2016","Betolovoto district DownTown, Pirin Golf & Country Club, Razlog 2760 Bulgaria",41.88378,23.45884,"#17 of 20 Restaurants in Razlog","#2 of 2 Cafe in Razlog",1,0,,,"Cafe",,,,"False","False",,,,,1,0,0,0,0,"English (1)","in rating","g658263-d4412592",,"Cafe","Restaurants",1,0,0,"http://www.piringolf.bg","Начало - Pirin Golf","Начало - Pirin Golf","nan",,,,0,"non-facebook","online","True","True",,,0
"g658263-d4412594","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Razlog', 'Razlog Restaurants', 'Taste of Asia']","Taste of Asia","Unclaimed",5,"December 26, 2016","Betolovoto district Pirin Golf Hotel & SPA, Razlog 2760 Bulgaria",41.88316,23.45712,"#12 of 20 Restaurants in Razlog","#1 of 2 Asian in Razlog",3,0,,,"Asian",,,,"False","False",,,,,3,0,0,0,0,"English (3)","in rating","g658263-d4412594","$$ - $$$","Asian","Restaurants",3,0,0,"http://www.piringolfhotel.com","Настаняване - Pirin Golf","Настаняване - Pirin Golf","nan",,,,0,"non-facebook","online","True","True",,,0
"g658263-d4416892","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Razlog', 'Razlog Restaurants', 'Tavern Club 840']","Tavern Club 840","Unclaimed",,,"Complex Katarino Hotel & SPA, Razlog 2760 Bulgaria",41.887466,23.426064,,,0,0,,,"International, Eastern European",,,,"False","True",,,,,0,0,0,0,0,,"in rating","g658263-d4416892",,"International, Eastern European",,0,0,0,"https://hotelkatarino.com/restaurants","▷ Заведения в комплекса » Катарино СПА Хотел 4*","▷ Хотел Катарино 4*: Луксозен Релакс близо до София","nan",,,,0,"non-facebook","online","True","True",,,0
"g658263-d7372162","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Razlog', 'Razlog Restaurants', 'Restaurant Hole in One']","Restaurant Hole in One","Unclaimed",5,"March 5, 2016","Pirin Golf Hotel Inside Pirin Golf&Country Club, Razlog 2760 Bulgaria",41.88341,23.45845,"#13 of 20 Restaurants in Razlog","#2 of 3 Greek in Razlog",4,0,,,"Greek",,,,"False","True",,,,,3,1,0,0,0,"English (4)","in rating","g658263-d7372162",,"Greek","Restaurants",4,0,0,"https://www.facebook.com/HoleInOnePirinGolf","account_exists","Restaurant ""Hole in one""","August 19, 2016",,"313 likes • 308 followers","Intro
Съчетайте приятната разходка или играта на голф с уютн
Page · Greek Restaurant
Pirin Golf and Country Club, Razlog, Bulgaria
+359 88 523 5500
Price Range · $
Rating · 4.5 (18 Reviews)",2016,"facebook","online","True","True",4.5,18,308
"g658263-d9750194","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Razlog', 'Razlog Restaurants', 'Hotel Papi']","Hotel Papi","Unclaimed",4,"November 23, 2022","Ulica Sheynovo 7 Floor 1 & 2, Razlog 2760 Bulgaria",41.88481,23.465475,"#2 of 20 Restaurants in Razlog","#1 of 2 Pizza in Razlog",45,0,,,"Pizza, European, Italian","Lunch, Dinner","Vegetarian Friendly, Vegan Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Table Service","False","True",45,40,45,,17,24,1,2,1,"Greek (3), Hebrew (1), English (37), French (1), Russian (2), Turkish (1)","in rating","g658263-d9750194","$$ - $$$","Italian, Pizza, European","Restaurants",37,8,0,"http://hotel-papi.com","failed_to_access","failed_to_access","nan",,,,0,"non-facebook","unavailable","False","False",,,0
"g663130-d10509113","['Europe', 'Bulgaria', 'Burgas Province', 'Pomorie', 'Pomorie Restaurants', 'Restaurant  Del Mar']","Restaurant  Del Mar","Unclaimed",3.5,"August 7, 2023","Ulica Kraybrezhna, Pomorie 8200 Bulgaria",42.55732,27.64726,"#28 of 37 Restaurants in Pomorie","#8 of 8 Barbecue in Pomorie",13,0,,,"Barbecue",,,"Table Service, Seating","False","True",40,40,40,,6,3,0,0,4,"English (9), Russian (3), German (1)","in rating","g663130-d10509113","$","Barbecue","Restaurants",9,4,0,"https://www.facebook.com/DelMarPomorie/","account_doesnt_exist",,"nan",,,,0,"facebook","unavailable","True","True",,,0
"g663130-d10514044","['Europe', 'Bulgaria', 'Burgas Province', 'Pomorie', 'Pomorie Restaurants', 'Bistro Omar']","Bistro Omar","Unclaimed",4,"August 18, 2022","Ulitsa Kraybrezhna, Pomorie 8200 Bulgaria",42.556164,27.648947,"#12 of 37 Restaurants in Pomorie","#6 of 11 Mediterranean in Pomorie",62,0,,,"Mediterranean","Lunch, Dinner, Brunch","Vegetarian Friendly","Reservations, Serves Alcohol, Table Service, Takeout, Seating, Highchairs Available","False","False",45,45,45,,32,14,4,5,7,"Slovak (1), Russian (32), German (1), Danish (1), French (3), Polish (5), English (19)","in rating","g663130-d10514044","$$ - $$$","Mediterranean, Vegetarian Friendly","Restaurants",19,43,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g663130-d10736059","['Europe', 'Bulgaria', 'Burgas Province', 'Pomorie', 'Pomorie Restaurants', 'Yellow Cat Gelato']","Yellow Cat Gelato","Claimed",5,"April 3, 2023","Ul. Knyaz Boris 1, 47, Pomorie 8200 Bulgaria",42.5553,27.642473,"#1 of 3 Desserts in Pomorie","#1 of 3 Dessert in Pomorie",52,0,,,"Cafe",,"Vegan Options","Takeout, Wheelchair Accessible, Cash Only, Free Wifi, Outdoor Seating, Seating","True","True",50,50,50,,48,4,0,0,0,"Russian (38), English (11), Polish (3)","in rating","g663130-d10736059","$","Dessert, Cafe, Vegan Options","Desserts",11,41,0,"http://www.facebook.com/yellowcatgelato","account_exists","Yellow Cat Gelato",,"no_posts","Facebook is showing information to help you better understand the purpose of a Page. See actions taken by the people who manage and post content.","About
See all
Original hand made italian Gelato, Best local coffee,Cakes, Milk shakes, Fresh jucies, Gluten free
Hand made Gelato, Frozen smothies, Coffe, Cakes, Milk shakes, Fresh jucies
2 people like this
2 people follow this
https://www.instagram.com/YellowCatGelato/
+359 88 605 8127
yellowcatgelato@gmail.com
Price range
  · $
Cafe · Gelato Shop · Breakfast & Brunch Restaurant",0,"facebook","online","True","True",,,0
"g663130-d10777660","['Europe', 'Bulgaria', 'Burgas Province', 'Pomorie', 'Pomorie Restaurants', 'Bistro No 17']","Bistro No 17","Claimed",5,"August 23, 2019","Han Asparuh 17 Aleksandrovo, Pomorie 8211 Bulgaria",42.69743,27.596909,"#5 of 37 Restaurants in Pomorie","#1 of 2 Bar in Pomorie",29,0,,"₪8 - ₪64","Bar, European, Pub, Eastern European, Central European","Breakfast, Lunch, Dinner, Brunch","Vegetarian Friendly","Reservations, Outdoor Seating, Parking Available, Street Parking, Free off-street parking, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Takeout, Seating, Highchairs Available, Table Service","True","True",50,50,50,,27,2,0,0,0,"German (1), Russian (1), English (26), Dutch (1)","in rating","g663130-d10777660","$$ - $$$","Bar, European, Pub","Restaurants",26,3,0,"http://www.facebook.com/Bistro.No17.aleksandrovo/","account_exists","Bistro No 17","May 8, 2020","A BIG Thank you to all who turned up at Bistro last night, Charly and Debby were very positive about the Bistro and I have asked him if he would be interested in taking on the role of bar manager/entertainer, along with Debby, and he is giving me all the positive answers, so maybe we will have a proper management team in the Bistro this year!","225 likes • 233 followers","Intro
'Bistro No 17' in the village of Aleksandrovo is a fairly new venture, and we hope to welcome everyo
Page · Restaurant
Han Asparuh, 17, Aleksandrovo, Pomorie,, Burgas, Bulgaria
+359 89 578 7811
alexandrovo-apartments.com
Open now
Outdoor seating
Price Range · $
Rating · 4.9 (62 Reviews)",2020,"facebook","online","True","True",4.9,62,233
