"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","status","id_destination","price_category","top_tags","type","English","non-English","local","website","is_available","homesite_user_name","fb_last_update","facebook_text","subscribers","description","fb_last_update_year","website_type","website_status","is_available1","is_available2","fb_rating","fb_reviews","fb_followers"
"g277805-d2169071","['Europe', 'Slovakia', 'Presov Region', 'Bardejov', 'Bardejov Restaurants', 'Cactus Restaurant & Grill']","Cactus Restaurant & Grill - CLOSED","Claimed",4.5,"September 20, 2021","Stefanikova 61, Bardejov 085 01 Slovakia",49.295334,21.259058,,,124,0,,"₪21 - ₪85","European","Lunch, Dinner","Vegetarian Friendly","Takeout, Outdoor Seating, Buffet, Seating, Parking Available, Free off-street parking, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Accepts Credit Cards, Gift Cards Available","False","True",45,45,45,40,79,32,8,2,3,"Dutch (2), German (6), Russian (3), Italian (5), Polish (14), Czech (1), French (5), English (49), Slovak (40)","closed","g277805-d2169071","$$ - $$$","European, Vegetarian Friendly",,49,76,40,"http://www.cactus.sk/","CACTUS RESTAURANT & GRILL | BAR & WELLNESS | REGE APRES & SKI BAR | CACTUS RESTAURANT & GRILL | BAR & WELLNESS | REGE APRES & SKI BAR",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g277805-d7201565","['Europe', 'Slovakia', 'Presov Region', 'Bardejov', 'Bardejov Restaurants', 'Zbojnicka pivnica & Penzion']","Zbojnicka pivnica & Penzion","Unclaimed",4.5,"July 29, 2015","Kacvicka vedla, Bardejov Slovakia",49.29879,21.28238,"#10 of 19 Restaurants in Bardejov","#6 of 12 European in Bardejov",2,0,,,"European",,,,"False","True",,,,,1,1,0,0,0,"English (2)","in rating","g277805-d7201565",,"European","Restaurants",2,0,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g277805-d8375207","['Europe', 'Slovakia', 'Presov Region', 'Bardejov', 'Bardejov Restaurants', 'Adrian Lozak']","Adrian Lozak","Unclaimed",4,"June 28, 2015","Radnichne Namestie 12, Bardejov 085 01 Slovakia",49.29258,21.27631,"#15 of 19 Restaurants in Bardejov","#15 of 19 Restaurants in Bardejov",1,0,,,,,,,"False","True",,,,,0,1,0,0,0,"English, German (1)","in rating","g277805-d8375207",,,"Restaurants",0,1,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g277805-d8418614","['Europe', 'Slovakia', 'Presov Region', 'Bardejov', 'Bardejov Restaurants', 'Pallas']","Pallas","Unclaimed",,,"Hviezdoslavova 13, Bardejov 085 01 Slovakia",49.29279,21.27244,,,0,0,,,,,,,"False","False",,,,,0,0,0,0,0,,"in rating","g277805-d8418614","$",,,0,0,0,"https://www.facebook.com/pallasmusicpub","account_exists","Penzión Rouse","January 8, 2016","Víkendový pobyt pre dve osoby v romantickom penzióne Rouse v Bardejove len za 60€ !!! 
V cene je zahrnuté ubytovanie pre 2 osoby na 2 noci s neobmedzeným vstupom do wellness + fľaša šampanského na izbe grátis !!!
Bližšie info na tel. čísle 00421 903 213 949","577 likes • 570 followers","Intro
Romantický penzión
Page · Hotel resort
+421 903 213 949
info@penzionrouse.sk
penzionrouse.sk
Always open
Price Range · $
Rating · 3.9 (16 Reviews)",2016,"facebook","online","True","True",3.9,16,570
"g277805-d9566571",,,,,,,,,,,0,0,,,,,,,"False","False",,,,,,,,,,,"redirect",,,,,0,0,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g277806-d10118951","['Europe', 'Slovakia', 'Trencin Region', 'Bojnice', 'Bojnice Restaurants', 'Bojnicka Restauracia pod klenbami']","Bojnická Reštaurácia pod klenbami","Unclaimed",3.5,"May 30, 2023","Hurbanovo namestie 29, Bojnice 972 01 Slovakia",48.779034,18.582697,"#15 of 26 Restaurants in Bojnice","#15 of 26 Restaurants in Bojnice",42,0,,"₪8 - ₪93","European, Central European","Lunch, Dinner","Vegetarian Friendly","Seating, Table Service, Reservations, Wheelchair Accessible","False","True",40,45,40,,16,12,3,4,7,"French (1), Slovak (19), Polish (1), Russian (3), Czech (4), Italian (2), English (12)","in rating","g277806-d10118951","$$ - $$$","European, Central European, Vegetarian Friendly","Restaurants",12,30,19,"http://bojnickarestauracia.sk","Bojnická reštaurácia pod Klenbami","Bojnická reštaurácia pod Klenbami","nan",,,,0,"non-facebook","online","True","True",,,0
"g277806-d10119591","['Europe', 'Slovakia', 'Trencin Region', 'Bojnice', 'Bojnice Restaurants', 'Meridiana Restaurant']","Meridiana Restaurant","Claimed",4,"July 28, 2023","Prievidzska Rd 55, Bojnice 972 01 Slovakia",48.77835,18.599625,"#5 of 26 Restaurants in Bojnice","#4 of 12 European in Bojnice",90,0,,,"European","Lunch, Dinner, Breakfast, Brunch",,"Reservations, Buffet, Seating, Parking Available, Validated Parking, Free off-street parking, Television, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Table Service, Takeout, Outdoor Seating, Wheelchair Accessible","True","True",40,40,35,,53,17,8,7,5,"French (1), Czech (5), English (20), Polish (3), Italian (3), German (2), Slovak (54), Hungarian (2)","in rating","g277806-d10119591","$$ - $$$","European","Restaurants",20,70,54,"http://www.meridianabojnice.sk","MERIDIANA – reštaurácia Bojnice","MERIDIANA – reštaurácia Bojnice","nan",,,,0,"non-facebook","online","True","True",,,0
"g277806-d10594245","['Europe', 'Slovakia', 'Trencin Region', 'Bojnice', 'Bojnice Restaurants', 'Salas Viglas']","Salas Viglas","Unclaimed",4,"October 10, 2020","472 Opatovce nad Nitrou, Bojnice 972 02 Slovakia",48.77739,18.563162,"#16 of 26 Restaurants in Bojnice","#16 of 26 Restaurants in Bojnice",8,0,,,"European",,,,"False","True",,,,,4,2,1,1,0,"Slovak (6), Russian (1), Italian (1), English","in rating","g277806-d10594245","$$ - $$$","European","Restaurants",0,8,6,"http://www.salasviglas.sk","Homepage - Salaš Vígľaš","Homepage - Salaš Vígľaš","nan",,,,0,"non-facebook","online","True","True",,,0
"g277806-d10673837","['Europe', 'Slovakia', 'Trencin Region', 'Bojnice', 'Bojnice Restaurants', 'Pansky pivovar Bojnice']","Pansky pivovar Bojnice","Claimed",4,"June 17, 2023","Hurbanovo namestie 40 Parking is behind the building, Bojnice 972 01 Slovakia",48.778603,18.581223,"#6 of 26 Restaurants in Bojnice","#6 of 26 Restaurants in Bojnice",119,0,,"₪8 - ₪81","Bar, European, Pub, Central European","Lunch, Dinner, Drinks",,"Outdoor Seating, Buffet, Seating, Parking Available, Validated Parking, Valet Parking, Television, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Table Service, Takeout, Reservations, Highchairs Available","True","True",40,45,40,,61,26,7,11,14,"Spanish (2), Slovak (61), French (1), German (1), English (32), Russian (5), Italian (1), Hungarian (1), Czech (15)","in rating","g277806-d10673837","$$ - $$$","Bar, European, Pub","Restaurants",32,87,61,"http://www.pivovarbojnice.sk/","Panský pivovar Bojnice",,"nan",,,,0,"non-facebook","online","True","False",,,0
"g277806-d12173510","['Europe', 'Slovakia', 'Trencin Region', 'Bojnice', 'Bojnice Restaurants', 'SQUARE Bojnice']","SQUARE Bojnice","Unclaimed",3.5,"May 5, 2023","Hurbanovo namestie 19, Bojnice Slovakia",48.779446,18.581547,"#18 of 26 Restaurants in Bojnice","#18 of 26 Restaurants in Bojnice",54,0,,,"Pizza","Lunch, Dinner","Vegetarian Friendly, Vegan Options","Takeout, Seating, Table Service, Reservations","True","True",35,35,40,,21,10,8,5,10,"English (11), Russian (4), Czech (6), Polish (2), Spanish (2), Slovak (29)","in rating","g277806-d12173510","$","Pizza, Vegetarian Friendly, Vegan Options","Restaurants",11,43,29,"http://www.square.sk/index_main.html","Strona nie istnieje (404)","SQUARE Bojnice - Objednať a zaplatiť online - SQUARE Bojnice","nan",,,,0,"non-facebook","online","False","True",,,0
"g277806-d12614287","['Europe', 'Slovakia', 'Trencin Region', 'Bojnice', 'Bojnice Restaurants', ""Sam's Coffee""]","Sam's Coffee","Unclaimed",,,"Hurbanovo namestie 74, Bojnice 97201 Slovakia",48.77874,18.58102,,,0,0,,,"Italian, Cafe, Healthy",,,,"False","False",,,,,0,0,0,0,0,,"in rating","g277806-d12614287","$","Italian, Cafe, Healthy",,0,0,0,"https://www.facebook.com/samscoffeebojnice/","account_doesnt_exist",,"nan",,,,0,"facebook","unavailable","True","True",,,0
"g277806-d14396943","['Europe', 'Slovakia', 'Trencin Region', 'Bojnice', 'Bojnice Restaurants', 'Alej']","Alej","Claimed",4.5,"April 5, 2023","Hurbanovo namestie 10, Bojnice 97201 Slovakia",48.779633,18.57999,"#3 of 26 Restaurants in Bojnice","#3 of 26 Restaurants in Bojnice",113,0,,,"Contemporary, Steakhouse, European, Central European","Lunch, Dinner","Vegetarian Friendly, Vegan Options","Reservations, Seating, Highchairs Available, Serves Alcohol, Accepts Credit Cards, Table Service","True","True",50,45,45,,94,12,4,0,3,"Polish (2), Russian (1), German (1), Dutch (1), English (31), Czech (8), Slovak (64), Italian (2), Hungarian (1), French (2)","in rating","g277806-d14396943","$$ - $$$","Steakhouse, European, Contemporary","Restaurants",31,82,64,"https://www.facebook.com/Alej-Bojnice-2046372715639012/","account_exists","Alej Bojnice","October, 2023","𝙿𝙾𝙽𝙳𝙴𝙻𝙾𝙺.
Obed u nás či so sebou, rezervácie:
 0944 581 777
Dobrú chuť prajeme 
#bojnice… See more","5K likes • 5.4K followers","Intro
Reštaurácia v Bojniciach, priamo na pešej zóne pod Bojnickým zámkom. Poctivá kuchyňa pod tak
Page · Restaurant
Hurbanovo námestie 10, Bojnice, Slovakia
+421 944 581 777
restauraciaalej@gmail.com
Open now
Outdoor seating · Curbside pickup · In-store pickup
Price Range · $$
Rating · 4.8 (201 Reviews)",2023,"facebook","online","True","True",4.8,201,5400
"g277806-d14791704","['Europe', 'Slovakia', 'Trencin Region', 'Bojnice', 'Bojnice Restaurants', 'BarVeg']","BarVeg","Unclaimed",5,"June 11, 2020","Hurbanovo namestie 57/60, Bojnice Slovakia",48.77879,18.582176,"#13 of 26 Restaurants in Bojnice","#13 of 26 Restaurants in Bojnice",5,0,,,"Healthy",,,,"False","False",,,,,5,0,0,0,0,"English (1), Czech (1), Slovak (2), Spanish (1)","in rating","g277806-d14791704",,"Healthy","Restaurants",1,4,2,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g277806-d14958780","['Europe', 'Slovakia', 'Trencin Region', 'Bojnice', 'Bojnice Restaurants', 'Basta pri prameni']","Basta pri prameni","Unclaimed",4,"September 9, 2021","Kúpeľná, Bojnice 97201 Slovakia",48.77035,18.57608,"#14 of 26 Restaurants in Bojnice","#14 of 26 Restaurants in Bojnice",14,0,,,,"Lunch, Dinner",,,"True","True",,,,,7,4,0,2,1,"Slovak (10), Polish (1), English, Czech (3)","in rating","g277806-d14958780",,,"Restaurants",0,14,10,"http://www.bastapriprameni.sk","failed_to_access","failed_to_access","nan",,,,0,"non-facebook","unavailable","False","False",,,0
"g277806-d15130503","['Europe', 'Slovakia', 'Trencin Region', 'Bojnice', 'Bojnice Restaurants', 'Woodstock']","Woodstock","Unclaimed",4.5,"June 11, 2020","Sladkovicova 42, Bojnice 971 01 Slovakia",48.78003,18.58385,"#20 of 26 Restaurants in Bojnice","#3 of 4 Pub in Bojnice",3,0,,,"Pub",,,,"False","True",,,,,2,1,0,0,0,"Polish (1), English, Slovak (2)","in rating","g277806-d15130503",,"Pub","Restaurants",0,3,2,"http://www.woodstock.sk","Woodstock","Woodstock","nan",,,,0,"non-facebook","online","True","True",,,0
"g277806-d15752562","['Europe', 'Slovakia', 'Trencin Region', 'Bojnice', 'Bojnice Restaurants', 'Kupelna Kaviarnicka']","Kupelna Kaviarnicka","Unclaimed",5,"July 19, 2021","Kúpeľná, Bojnice 97201 Slovakia",48.7885,18.55088,"#12 of 26 Restaurants in Bojnice","#1 of 2 Cafe in Bojnice",6,0,,,"Cafe",,,,"False","True",,,,,5,1,0,0,0,"English (2), Slovak (4)","in rating","g277806-d15752562","$$ - $$$","Cafe","Restaurants",2,4,4,"https://www.facebook.com/K%C3%BApe%C4%BEn%C3%A1-Kaviarni%C4%8Dka-427186227443476/","account_exists","Kúpeľná kaviarnička","October, 2023","Takto veselo u nás bolo ","7.8K likes • 9.3K followers","Intro
Malá kaviarnička v srdci Bojnických kúpeľov s tanečnou sálou a terasou v krásnom parku.
Page · Coffee shop
Kúpeľná, Bojnice, Slovakia
+421 918 067 738
kupelna.kaviarnicka
kupelnakaviarnicka.eu/ponuka.html
Open now
Price Range · $
Rating · 4.9 (276 Reviews)
Offers free Wi-Fi",2023,"facebook","online","True","True",,,9300
"g277806-d17821803","['Europe', 'Slovakia', 'Trencin Region', 'Bojnice', 'Bojnice Restaurants', 'Restauracia A Pizzeria V Starej Uvode']","Restauracia A Pizzeria V Starej Uvode","Unclaimed",3.5,"September 6, 2020","Hurbanovo Namestie, Bojnice 97201 Slovakia",48.779938,18.58021,"#21 of 26 Restaurants in Bojnice","#2 of 3 Eastern European in Bojnice",9,0,,,"Eastern European",,,,"False","True",,,,,2,2,3,1,1,"English (2), Polish (1), Slovak (4), Czech (2)","in rating","g277806-d17821803","$","Eastern European","Restaurants",2,7,4,"https://www.facebook.com/Re%C5%A1taur%C3%A1cia-a-pizzeria-V-starej-%C3%9Avode-1974957086082582/","account_exists","Reštaurácia a pizzeria V starej Úvode","October 25, 2021",,"103 likes • 105 followers","Intro
Page · Restaurant
Hurbanovo námestie, Bojnice, Slovakia
+421 917 045 196
Price Range · $
Rating · 3.0 (17 Reviews)",2021,"facebook","online","True","True",3,17,105
"g277806-d18926702","['Europe', 'Slovakia', 'Trencin Region', 'Bojnice', 'Bojnice Restaurants', 'Stary Dom']","Stary Dom","Unclaimed",4.5,"May 14, 2022","Hurbanovo Namestie 6/9, Bojnice 97201 Slovakia",48.7788,18.58219,"#11 of 26 Restaurants in Bojnice","#11 of 26 Restaurants in Bojnice",10,0,,,,,,,"False","True",,,,,7,2,0,1,0,"English (2), Slovak (6), German (1), Polish (1)","in rating","g277806-d18926702","$",,"Restaurants",2,8,6,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g277806-d20360451","['Europe', 'Slovakia', 'Trencin Region', 'Bojnice', 'Bojnice Restaurants', 'Koficko']","Koficko","Claimed",3.5,"August 12, 2021","Hurbanovo namestie 54, Bojnice 97201 Slovakia",54.766453,20.031984,"#22 of 26 Restaurants in Bojnice","#2 of 2 Cafe in Bojnice",6,0,,,"Cafe",,,,"False","True",,,,,3,1,0,0,2,"Slovak (5), English (1)","in rating","g277806-d20360451","$","Cafe","Restaurants",1,5,5,"https://www.facebook.com/Kof%C3%AD%C4%8Dko-105619547578722/","account_exists","Kofíčko","January 27, 2023",,"172 likes • 173 followers","Intro
Page · Bar
Hurbanovo námestie 54, Bojnice, Slovakia
+421 905 355 406
katarinahovoricova@gmail.com
Open now
Curbside pickup
Price Range · $$
Rating · 5.0 (6 Reviews)",2023,"facebook","online","True","True",5,6,173
"g277806-d21310690",,,,,,,,,,,0,0,,,,,,,"False","False",,,,,,,,,,,"redirect",,,,,0,0,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g277806-d21367771","['Europe', 'Slovakia', 'Trencin Region', 'Bojnice', 'Bojnice Restaurants', 'Cukraren & cokoladovna EMILI']","Cukraren & cokoladovna EMILI","Unclaimed",,,"Sladkovicova 197/26, Bojnice 97201 Slovakia",,,,,0,0,,,,"Breakfast, Lunch, Dinner",,,"True","True",,,,,0,0,0,0,0,,"in rating","g277806-d21367771",,,,0,0,0,"http://www.facebook.com/cukraren.cokoladovna.EMILI/","account_exists","Cukráreň & čokoládovňa EMILI","October 9 , 2023","Pripravujete oslavu, posedenie, svadbu?
Páčia sa vám dezertné koláčiky?
U nás si zaručene vyberiete!
Lákajú nielen na pohľad, ale aj výborne chutia 
Prezrite si naše realizácie 
Bl… See more","2.5K likes • 2.7K followers","Intro
V cukrárni vyrábame torty, zákusky, slané a trvanlivé pečivo. V čokoládovni pralinky, čokol
Page · Cupcake Shop
Šípková 180/10, Kanianka, Slovakia
+421 903 549 448
emili@emili.sk
emili.sk
In-store pickup
Rating · 5.0 (8 Reviews)",2023,"facebook","online","True","True",5,8,2700
"g277806-d21369248","['Europe', 'Slovakia', 'Trencin Region', 'Bojnice', 'Bojnice Restaurants', 'Tocena zmrzlina']","Točená zmrzlina","Unclaimed",,,"Sládkovičova 18, Bojnice 97201 Slovakia",48.778873,18.58313,,,0,0,,,,,,,"True","False",,,,,0,0,0,0,0,,"in rating","g277806-d21369248","$","Dessert",,0,0,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g277806-d21391862","['Europe', 'Slovakia', 'Trencin Region', 'Bojnice', 'Bojnice Restaurants', 'Pekarnicka Buchticka']","Pekarnička Buchtička","Unclaimed",1,"July 17, 2021","Hurbanovo Námestie 48, Bojnice 97201 Slovakia",48.77898,18.581182,"#25 of 26 Restaurants in Bojnice","#1 of 1 Deli in Bojnice",1,0,,,"Deli",,,,"False","True",,,,,0,0,0,0,1,"English (1)","in rating","g277806-d21391862",,"Deli","Restaurants",1,0,0,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
"g277806-d3314784","['Europe', 'Slovakia', 'Trencin Region', 'Bojnice', 'Bojnice Restaurants', 'Muzika']","Muzika","Claimed",4.5,"September 26, 2023","Hurbanovo namestie 29, Bojnice 972 01 Slovakia",48.779366,18.582455,"#1 of 26 Restaurants in Bojnice","#1 of 26 Restaurants in Bojnice",300,0,,"₪13 - ₪212","Steakhouse, European, Healthy, International","Brunch, Drinks, Lunch, Dinner, Late Night","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Buffet, Seating, Parking Available, Validated Parking, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service","True","True",45,45,45,45,216,48,22,8,6,"Slovak (127), Italian (10), Hebrew (1), Norwegian (1), French (6), Portuguese (2), English (102), Polish (3), Spanish (5), German (14), Czech (15), Russian (11), Hungarian (2), Chinese (Sim.) (1)","in rating","g277806-d3314784","$$ - $$$","Steakhouse, International, European","Restaurants",102,198,127,"http://www.muzikarestaurant.sk","Muzika restaurant","Muzika restaurant","nan",,,,0,"non-facebook","online","True","True",,,0
"g277806-d3329799","['Europe', 'Slovakia', 'Trencin Region', 'Bojnice', 'Bojnice Restaurants', 'Biograf']","Biograf","Claimed",4.5,"October 17, 2023","Hurbanovo namestie 42, Bojnice 972 01 Slovakia",48.778877,18.581581,"#2 of 26 Restaurants in Bojnice","#2 of 26 Restaurants in Bojnice",241,0,,,"European, Central European","Lunch, Dinner, Brunch, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service","True","True",45,45,40,45,161,52,17,5,6,"Spanish (2), Russian (13), German (6), French (3), Danish (1), Czech (12), Korean (1), Italian (4), Polish (5), Hungarian (1), Slovak (89), English (104)","in rating","g277806-d3329799","$$ - $$$","European, Central European, Vegetarian Friendly","Restaurants",104,137,89,"http://biografrestaurant.sk","Biograf restaurant – wine bar and restaurant","Biograf restaurant – wine bar and restaurant","nan",,,,0,"non-facebook","online","True","True",,,0
"g277806-d4753367","['Europe', 'Slovakia', 'Trencin Region', 'Bojnice', 'Bojnice Restaurants', 'Penzion TERMAL']","Penzion TERMAL","Unclaimed",4.5,"August 13, 2023","Kupelna 8, Bojnice 972 01 Slovakia",48.77092,18.5748,"#9 of 26 Restaurants in Bojnice","#7 of 12 European in Bojnice",14,0,,,"European",,,,"False","True",,45,40,,8,5,1,0,0,"Slovak (6), English (4), German (1), Russian (1), Dutch (1), Czech (1)","in rating","g277806-d4753367","$$ - $$$","European","Restaurants",4,10,6,"http://www.penziontermal.sk/restauracia-sk","Reštaurácia v penzióne TERMAL v Bojniciach","Vitajte v Penzióne Termal v Bojniciachubytovanie, stravovanie, oddych, pohoda","nan",,,,0,"non-facebook","online","True","True",,,0
"g277806-d4770142","['Europe', 'Slovakia', 'Trencin Region', 'Bojnice', 'Bojnice Restaurants', 'Belassi Cafe & Restaurant']","Belassi Cafe & Restaurant","Unclaimed",4.5,"February 20, 2020","Sladkovičova 46, Bojnice 972 01 Slovakia",48.78009,18.58387,"#7 of 26 Restaurants in Bojnice","#7 of 26 Restaurants in Bojnice",22,0,,,,"Lunch, Dinner",,"Reservations","True","True",50,45,45,,18,2,0,1,1,"English (5), Russian (1), Slovak (14), Czech (1), Spanish (1)","in rating","g277806-d4770142","$$ - $$$",,"Restaurants",5,17,14,"http://www.hotelbelassi.sk","Home - Hotel Belassi","Home - Hotel Belassi","nan",,,,0,"non-facebook","online","True","True",,,0
"g277806-d5048780","['Europe', 'Slovakia', 'Trencin Region', 'Bojnice', 'Bojnice Restaurants', 'Hotel pod Zamkom']","Hotel pod Zamkom","Unclaimed",3.5,"June 18, 2023","Hurbanovo namestie 2, Bojnice 972 01 Slovakia",48.77958,18.57988,"#19 of 26 Restaurants in Bojnice","#19 of 26 Restaurants in Bojnice",18,0,,,,"Lunch, Dinner",,"Reservations","True","False",30,35,30,,5,6,0,4,3,"Russian (2), German (1), English (6), Slovak (9)","in rating","g277806-d5048780","$$ - $$$",,"Restaurants",6,12,9,,,,"nan",,,,0,"no_website","no_website","True","True",,,0
